"","item1","item2","correlation"
"5428","losses","awarded",-0.0454545454545454
"5429","smarter","awarded",-0.0454545454545454
"5430","attentive","awarded",-0.0454545454545454
"5431","innovation","awarded",-0.0454545454545454
"5432","reliable","awarded",-0.0454545454545454
"5433","accomplish","awarded",-0.0454545454545454
"5434","intelligent","awarded",-0.0454545454545454
"5435","leverage","awarded",-0.0454545454545454
"5436","positive","awarded",-0.0454545454545454
"5437","work","awarded",-0.0454545454545454
"5438","limitation","awarded",-0.0454545454545454
"5439","subjected","pure",-0.0454545454545454
"5440","smart","pure",-0.0454545454545454
"5441","reasonably","pure",-0.0454545454545454
"5442","solid","pure",-0.0454545454545454
"5443","threats","pure",-0.0454545454545454
"5444","great","pure",-0.0454545454545454
"5445","love","pure",-0.0454545454545454
"5446","patriot","pure",-0.0454545454545454
"5447","regal","pure",-0.0454545454545454
"5448","top","pure",-0.0454545454545454
"5449","loss","pure",-0.0454545454545454
"5450","significant","pure",-0.0454545454545454
"5451","benefits","pure",-0.0454545454545454
"5452","capability","pure",-0.0454545454545454
"5453","continuity","pure",-0.0454545454545454
"5454","economical","pure",-0.0454545454545454
"5455","effective","pure",-0.0454545454545454
"5456","interests","pure",-0.0454545454545454
"5457","reputation","pure",-0.0454545454545454
"5458","successfully","pure",-0.0454545454545454
"5459","variety","pure",-0.0454545454545454
"5460","waste","pure",-0.0454545454545454
"5461","respect","pure",-0.0454545454545454
"5462","confidence","pure",-0.0454545454545454
"5463","covenant","pure",-0.0454545454545454
"5464","improvement","pure",-0.0454545454545454
"5465","transparent","pure",-0.0454545454545454
"5466","trust","pure",-0.0454545454545454
"5467","best","pure",-0.0454545454545454
"5468","gold","pure",-0.0454545454545454
"5469","guarantee","pure",-0.0454545454545454
"5470","majesty","pure",-0.0454545454545454
"5471","accessible","pure",-0.0454545454545454
"5472","concise","pure",-0.0454545454545454
"5473","facilitate","pure",-0.0454545454545454
"5474","greatest","pure",-0.0454545454545454
"5475","impaired","pure",-0.0454545454545454
"5476","success","pure",-0.0454545454545454
"5477","encourage","pure",-0.0454545454545454
"5478","favor","pure",-0.0454545454545454
"5479","damage","pure",-0.0454545454545454
"5480","liable","pure",-0.0454545454545454
"5481","supple","pure",-0.0454545454545454
"5482","lead","pure",-0.0454545454545454
"5483","fair","pure",-0.0454545454545454
"5484","leading","pure",-0.0454545454545454
"5485","encouraging","pure",-0.0454545454545454
"5486","guidance","pure",-0.0454545454545454
"5487","supporting","pure",-0.0454545454545454
"5488","keen","pure",-0.0454545454545454
"5489","vice","pure",-0.0454545454545454
"5490","competitive","pure",-0.0454545454545454
"5491","complaints","pure",-0.0454545454545454
"5492","losses","pure",-0.0454545454545454
"5493","smarter","pure",-0.0454545454545454
"5494","attentive","pure",-0.0454545454545454
"5495","innovation","pure",-0.0454545454545454
"5496","reliable","pure",-0.0454545454545454
"5497","accomplish","pure",-0.0454545454545454
"5498","intelligent","pure",-0.0454545454545454
"5499","leverage","pure",-0.0454545454545454
"5500","positive","pure",-0.0454545454545454
"5501","work","pure",-0.0454545454545454
"5502","limitation","pure",-0.0454545454545454
"5503","subjected","recommendations",-0.0454545454545454
"5504","smart","recommendations",-0.0454545454545454
"5505","reasonably","recommendations",-0.0454545454545454
"5506","solid","recommendations",-0.0454545454545454
"5507","threats","recommendations",-0.0454545454545454
"5508","great","recommendations",-0.0454545454545454
"5509","love","recommendations",-0.0454545454545454
"5510","patriot","recommendations",-0.0454545454545454
"5511","regal","recommendations",-0.0454545454545454
"5512","top","recommendations",-0.0454545454545454
"5513","loss","recommendations",-0.0454545454545454
"5514","significant","recommendations",-0.0454545454545454
"5515","benefits","recommendations",-0.0454545454545454
"5516","capability","recommendations",-0.0454545454545454
"5517","continuity","recommendations",-0.0454545454545454
"5518","economical","recommendations",-0.0454545454545454
"5519","effective","recommendations",-0.0454545454545454
"5520","interests","recommendations",-0.0454545454545454
"5521","reputation","recommendations",-0.0454545454545454
"5522","successfully","recommendations",-0.0454545454545454
"5523","variety","recommendations",-0.0454545454545454
"5524","waste","recommendations",-0.0454545454545454
"5525","respect","recommendations",-0.0454545454545454
"5526","confidence","recommendations",-0.0454545454545454
"5527","covenant","recommendations",-0.0454545454545454
"5528","improvement","recommendations",-0.0454545454545454
"5529","transparent","recommendations",-0.0454545454545454
"5530","trust","recommendations",-0.0454545454545454
"5531","best","recommendations",-0.0454545454545454
"5532","gold","recommendations",-0.0454545454545454
"5533","guarantee","recommendations",-0.0454545454545454
"5534","majesty","recommendations",-0.0454545454545454
"5535","accessible","recommendations",-0.0454545454545454
"5536","concise","recommendations",-0.0454545454545454
"5537","facilitate","recommendations",-0.0454545454545454
"5538","greatest","recommendations",-0.0454545454545454
"5539","impaired","recommendations",-0.0454545454545454
"5540","success","recommendations",-0.0454545454545454
"5541","encourage","recommendations",-0.0454545454545454
"5542","favor","recommendations",-0.0454545454545454
"5543","damage","recommendations",-0.0454545454545454
"5544","liable","recommendations",-0.0454545454545454
"5545","supple","recommendations",-0.0454545454545454
"5546","lead","recommendations",-0.0454545454545454
"5547","fair","recommendations",-0.0454545454545454
"5548","leading","recommendations",-0.0454545454545454
"5549","encouraging","recommendations",-0.0454545454545454
"5550","guidance","recommendations",-0.0454545454545454
"5551","supporting","recommendations",-0.0454545454545454
"5552","keen","recommendations",-0.0454545454545454
"5553","vice","recommendations",-0.0454545454545454
"5554","competitive","recommendations",-0.0454545454545454
"5555","complaints","recommendations",-0.0454545454545454
"5556","losses","recommendations",-0.0454545454545454
"5557","smarter","recommendations",-0.0454545454545454
"5558","attentive","recommendations",-0.0454545454545454
"5559","innovation","recommendations",-0.0454545454545454
"5560","reliable","recommendations",-0.0454545454545454
"5561","accomplish","recommendations",-0.0454545454545454
"5562","intelligent","recommendations",-0.0454545454545454
"5563","leverage","recommendations",-0.0454545454545454
"5564","positive","recommendations",-0.0454545454545454
"5565","work","recommendations",-0.0454545454545454
"5566","limitation","recommendations",-0.0454545454545454
"5567","subjected","volatile",-0.0454545454545454
"5568","smart","volatile",-0.0454545454545454
"5569","reasonably","volatile",-0.0454545454545454
"5570","solid","volatile",-0.0454545454545454
"5571","threats","volatile",-0.0454545454545454
"5572","great","volatile",-0.0454545454545454
"5573","love","volatile",-0.0454545454545454
"5574","patriot","volatile",-0.0454545454545454
"5575","regal","volatile",-0.0454545454545454
"5576","top","volatile",-0.0454545454545454
"5577","loss","volatile",-0.0454545454545454
"5578","significant","volatile",-0.0454545454545454
"5579","benefits","volatile",-0.0454545454545454
"5580","capability","volatile",-0.0454545454545454
"5581","continuity","volatile",-0.0454545454545454
"5582","economical","volatile",-0.0454545454545454
"5583","effective","volatile",-0.0454545454545454
"5584","interests","volatile",-0.0454545454545454
"5585","reputation","volatile",-0.0454545454545454
"5586","successfully","volatile",-0.0454545454545454
"5587","variety","volatile",-0.0454545454545454
"5588","waste","volatile",-0.0454545454545454
"5589","respect","volatile",-0.0454545454545454
"5590","confidence","volatile",-0.0454545454545454
"5591","covenant","volatile",-0.0454545454545454
"5592","improvement","volatile",-0.0454545454545454
"5593","transparent","volatile",-0.0454545454545454
"5594","trust","volatile",-0.0454545454545454
"5595","best","volatile",-0.0454545454545454
"5596","gold","volatile",-0.0454545454545454
"5597","guarantee","volatile",-0.0454545454545454
"5598","majesty","volatile",-0.0454545454545454
"5599","accessible","volatile",-0.0454545454545454
"5600","concise","volatile",-0.0454545454545454
"5601","facilitate","volatile",-0.0454545454545454
"5602","greatest","volatile",-0.0454545454545454
"5603","impaired","volatile",-0.0454545454545454
"5604","success","volatile",-0.0454545454545454
"5605","encourage","volatile",-0.0454545454545454
"5606","favor","volatile",-0.0454545454545454
"5607","damage","volatile",-0.0454545454545454
"5608","liable","volatile",-0.0454545454545454
"5609","supple","volatile",-0.0454545454545454
"5610","lead","volatile",-0.0454545454545454
"5611","fair","volatile",-0.0454545454545454
"5612","leading","volatile",-0.0454545454545454
"5613","encouraging","volatile",-0.0454545454545454
"5614","guidance","volatile",-0.0454545454545454
"5615","supporting","volatile",-0.0454545454545454
"5616","keen","volatile",-0.0454545454545454
"5617","vice","volatile",-0.0454545454545454
"5618","competitive","volatile",-0.0454545454545454
"5619","complaints","volatile",-0.0454545454545454
"5620","losses","volatile",-0.0454545454545454
"5621","smarter","volatile",-0.0454545454545454
"5622","attentive","volatile",-0.0454545454545454
"5623","innovation","volatile",-0.0454545454545454
"5624","reliable","volatile",-0.0454545454545454
"5625","accomplish","volatile",-0.0454545454545454
"5626","intelligent","volatile",-0.0454545454545454
"5627","leverage","volatile",-0.0454545454545454
"5628","positive","volatile",-0.0454545454545454
"5629","work","volatile",-0.0454545454545454
"5630","limitation","volatile",-0.0454545454545454
"5631","subjected","valor",-0.0454545454545454
"5632","smart","valor",-0.0454545454545454
"5633","reasonably","valor",-0.0454545454545454
"5634","solid","valor",-0.0454545454545454
"5635","threats","valor",-0.0454545454545454
"5636","great","valor",-0.0454545454545454
"5637","love","valor",-0.0454545454545454
"5638","patriot","valor",-0.0454545454545454
"5639","regal","valor",-0.0454545454545454
"5640","top","valor",-0.0454545454545454
"5641","loss","valor",-0.0454545454545454
"5642","significant","valor",-0.0454545454545454
"5643","benefits","valor",-0.0454545454545454
"5644","capability","valor",-0.0454545454545454
"5645","continuity","valor",-0.0454545454545454
"5646","economical","valor",-0.0454545454545454
"5647","effective","valor",-0.0454545454545454
"5648","interests","valor",-0.0454545454545454
"5649","reputation","valor",-0.0454545454545454
"5650","successfully","valor",-0.0454545454545454
"5651","variety","valor",-0.0454545454545454
"5652","waste","valor",-0.0454545454545454
"5653","respect","valor",-0.0454545454545454
"5654","confidence","valor",-0.0454545454545454
"5655","covenant","valor",-0.0454545454545454
"5656","improvement","valor",-0.0454545454545454
"5657","transparent","valor",-0.0454545454545454
"5658","trust","valor",-0.0454545454545454
"5659","best","valor",-0.0454545454545454
"5660","gold","valor",-0.0454545454545454
"5661","guarantee","valor",-0.0454545454545454
"5662","majesty","valor",-0.0454545454545454
"5663","accessible","valor",-0.0454545454545454
"5664","concise","valor",-0.0454545454545454
"5665","facilitate","valor",-0.0454545454545454
"5666","greatest","valor",-0.0454545454545454
"5667","impaired","valor",-0.0454545454545454
"5668","success","valor",-0.0454545454545454
"5669","encourage","valor",-0.0454545454545454
"5670","favor","valor",-0.0454545454545454
"5671","damage","valor",-0.0454545454545454
"5672","liable","valor",-0.0454545454545454
"5673","supple","valor",-0.0454545454545454
"5674","lead","valor",-0.0454545454545454
"5675","fair","valor",-0.0454545454545454
"5676","leading","valor",-0.0454545454545454
"5677","encouraging","valor",-0.0454545454545454
"5678","guidance","valor",-0.0454545454545454
"5679","supporting","valor",-0.0454545454545454
"5680","keen","valor",-0.0454545454545454
"5681","vice","valor",-0.0454545454545454
